ncalls, tottime, percall, cumtime, percall, filename:lineno(function)
1, 0.000, 0.000, 0.000, 0.000, feedparser.py:136(FeedParser)
1, 0.000, 0.000, 0.000, 0.000, feedparser.py:532(BytesFeedParser)
1, 0.000, 0.000, 0.004, 0.004, feedparser.py:5(<module>)
1, 0.000, 0.000, 0.000, 0.000, errors.py:8(MessageError)
1, 0.000, 0.000, 0.000, 0.000, errors.py:12(MessageParseError)
1, 0.000, 0.000, 0.000, 0.000, errors.py:16(HeaderParseError)
1, 0.000, 0.000, 0.000, 0.000, errors.py:20(BoundaryError)
1, 0.000, 0.000, 0.000, 0.000, errors.py:24(MultipartConversionError)
1, 0.000, 0.000, 0.000, 0.000, errors.py:28(CharsetError)
1, 0.000, 0.000, 0.000, 0.000, errors.py:33(MessageDefect)
1, 0.000, 0.000, 0.000, 0.000, errors.py:41(NoBoundaryInMultipartDefect)
1, 0.000, 0.000, 0.000, 0.000, errors.py:44(StartBoundaryNotFoundDefect)
1, 0.000, 0.000, 0.000, 0.000, errors.py:47(CloseBoundaryNotFoundDefect)
1, 0.000, 0.000, 0.000, 0.000, errors.py:50(FirstHeaderLineIsContinuationDefect)
1, 0.000, 0.000, 0.000, 0.000, errors.py:53(MisplacedEnvelopeHeaderDefect)
1, 0.000, 0.000, 0.000, 0.000, errors.py:56(MissingHeaderBodySeparatorDefect)
1, 0.000, 0.000, 0.000, 0.000, errors.py:61(MultipartInvariantViolationDefect)
1, 0.000, 0.000, 0.000, 0.000, errors.py:64(InvalidMultipartContentTransferEncodingDefect)
1, 0.000, 0.000, 0.000, 0.000, errors.py:67(UndecodableBytesDefect)
1, 0.000, 0.000, 0.000, 0.000, errors.py:70(InvalidBase64PaddingDefect)
1, 0.000, 0.000, 0.000, 0.000, errors.py:73(InvalidBase64CharactersDefect)
1, 0.000, 0.000, 0.000, 0.000, errors.py:76(InvalidBase64LengthDefect)
1, 0.000, 0.000, 0.000, 0.000, errors.py:81(HeaderDefect)
1, 0.000, 0.000, 0.000, 0.000, errors.py:87(InvalidHeaderDefect)
1, 0.000, 0.000, 0.000, 0.000, errors.py:90(HeaderMissingRequiredValue)
1, 0.000, 0.000, 0.000, 0.000, errors.py:93(NonPrintableDefect)
1, 0.000, 0.000, 0.000, 0.000, errors.py:104(ObsoleteHeaderDefect)
1, 0.000, 0.000, 0.000, 0.000, errors.py:107(NonASCIILocalPartDefect)
1, 0.000, 0.000, 0.000, 0.000, errors.py:5(<module>)
1, 0.000, 0.000, 0.000, 0.000, _policybase.py:41(__init__)
1, 0.000, 0.000, 0.000, 0.000, _policybase.py:18(_PolicyBase)
1, 0.000, 0.000, 0.000, 0.000, _policybase.py:99(_extend_docstrings)
1, 0.000, 0.000, 0.000, 0.000, _policybase.py:112(Policy)
1, 0.000, 0.000, 0.000, 0.000, _policybase.py:271(Compat32)
1, 0.000, 0.000, 0.003, 0.003, _policybase.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, header.py:179(Header)
1, 0.000, 0.000, 0.000, 0.000, header.py:413(_ValueFormatter)
1, 0.000, 0.000, 0.000, 0.000, header.py:541(_Accumulator)
1, 0.000, 0.000, 0.001, 0.001, header.py:5(<module>)
1, 0.000, 0.000, 0.000, 0.000, quoprimime.py:55(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, quoprimime.py:5(<module>)
1, 0.000, 0.000, 0.000, 0.000, base64mime.py:5(<module>)
1, 0.000, 0.000, 0.000, 0.000, charset.py:167(Charset)
1, 0.000, 0.000, 0.000, 0.000, charset.py:5(<module>)
1, 0.000, 0.000, 0.000, 0.000, encoders.py:5(<module>)
1, 0.000, 0.000, 0.000, 0.000, quopri.py:3(<module>)
1, 0.000, 0.000, 0.001, 0.001, utils.py:5(<module>)
1, 0.000, 0.000, 0.000, 0.000, _parseaddr.py:207(AddrlistClass)
1, 0.000, 0.000, 0.000, 0.000, _parseaddr.py:508(AddressList)
1, 0.000, 0.000, 0.000, 0.000, _parseaddr.py:4(<module>)
1, 0.000, 0.000, 0.000, 0.000, calendar.py:24(IllegalMonthError)
1, 0.000, 0.000, 0.000, 0.000, calendar.py:31(IllegalWeekdayError)
1, 0.000, 0.000, 0.000, 0.000, calendar.py:52(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, calendar.py:50(_localized_month)
1, 0.000, 0.000, 0.000, 0.000, calendar.py:72(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, calendar.py:69(_localized_day)
1, 0.000, 0.000, 0.000, 0.000, calendar.py:154(__init__)
1, 0.000, 0.000, 0.000, 0.000, calendar.py:160(setfirstweekday)
1, 0.000, 0.000, 0.000, 0.000, calendar.py:148(Calendar)
1, 0.000, 0.000, 0.000, 0.000, calendar.py:293(TextCalendar)
1, 0.000, 0.000, 0.000, 0.000, calendar.py:410(HTMLCalendar)
1, 0.000, 0.000, 0.000, 0.000, calendar.py:546(different_locale)
1, 0.000, 0.000, 0.000, 0.000, calendar.py:558(LocaleTextCalendar)
1, 0.000, 0.000, 0.000, 0.000, calendar.py:589(LocaleHTMLCalendar)
1, 0.000, 0.000, 0.000, 0.000, calendar.py:655(timegm)
1, 0.000, 0.000, 0.000, 0.000, calendar.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, message.py:105(Message)
1, 0.000, 0.000, 0.000, 0.000, message.py:945(MIMEPart)
1, 0.000, 0.000, 0.000, 0.000, message.py:1168(EmailMessage)
1, 0.000, 0.000, 0.001, 0.001, message.py:5(<module>)
1, 0.000, 0.000, 0.000, 0.000, uu.py:39(Error)
1, 0.000, 0.000, 0.000, 0.000, uu.py:27(<module>)
1, 0.000, 0.000, 0.000, 0.000, _encoded_words.py:73(_QByteMap)
1, 0.000, 0.000, 0.000, 0.000, _encoded_words.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, iterators.py:5(<module>)
1, 0.000, 0.000, 0.000, 0.000, ssl.py:153(<dictcomp>)
1, 0.000, 0.000, 0.000, 0.000, ssl.py:158(TLSVersion)
1, 0.000, 0.000, 0.000, 0.000, ssl.py:168(_TLSContentType)
1, 0.000, 0.000, 0.000, 0.000, ssl.py:182(_TLSAlertType)
1, 0.000, 0.000, 0.000, 0.000, ssl.py:223(_TLSMessageType)
1, 0.000, 0.000, 0.000, 0.000, ssl.py:446(_ASN1Object)
1, 0.000, 0.000, 0.000, 0.000, ssl.py:467(Purpose)
1, 0.000, 0.000, 0.000, 0.000, ssl.py:474(SSLContext)
1, 0.000, 0.000, 0.000, 0.000, ssl.py:812(SSLObject)
1, 0.000, 0.000, 0.000, 0.000, ssl.py:971(SSLSocket)
1, 0.000, 0.000, 0.005, 0.005, ssl.py:4(<module>)
1, 0.000, 0.000, 0.000, 0.000, binomial.py:13(Binomial)
1, 0.000, 0.000, 0.000, 0.000, binomial.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, categorical.py:9(Categorical)
1, 0.000, 0.000, 0.000, 0.000, categorical.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, cauchy.py:12(Cauchy)
1, 0.000, 0.000, 0.000, 0.000, cauchy.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, chi2.py:6(Chi2)
1, 0.000, 0.000, 0.000, 0.000, chi2.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, gamma.py:14(Gamma)
1, 0.000, 0.000, 0.000, 0.000, gamma.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, constraint_registry.py:79(ConstraintRegistry)
1, 0.000, 0.000, 0.001, 0.001, constraint_registry.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:89(__init__)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:41(Transform)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:209(_InverseTransform)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:280(__init__)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:270(ComposeTransform)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:391(IndependentTransform)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:459(ReshapeTransform)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:521(ExpTransform)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:543(PowerTransform)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:587(SigmoidTransform)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:611(SoftplusTransform)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:634(TanhTransform)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:670(AbsTransform)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:687(AffineTransform)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:783(CorrCholeskyTransform)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:865(SoftmaxTransform)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:900(StickBreakingTransform)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:955(LowerCholeskyTransform)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:976(PositiveDefiniteTransform)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:995(CatTransform)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:1098(StackTransform)
1, 0.000, 0.000, 0.000, 0.000, transforms.py:1169(CumulativeDistributionTransform)
1, 0.000, 0.000, 0.000, 0.000, continuous_bernoulli.py:12(ContinuousBernoulli)
1, 0.000, 0.000, 0.000, 0.000, continuous_bernoulli.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, exponential.py:10(Exponential)
1, 0.000, 0.000, 0.000, 0.000, fishersnedecor.py:11(FisherSnedecor)
1, 0.000, 0.000, 0.000, 0.000, fishersnedecor.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, geometric.py:11(Geometric)
1, 0.000, 0.000, 0.000, 0.000, geometric.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, gumbel.py:12(Gumbel)
1, 0.000, 0.000, 0.001, 0.001, gumbel.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, uniform.py:11(Uniform)
1, 0.000, 0.000, 0.000, 0.000, uniform.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, transformed_distribution.py:11(TransformedDistribution)
1, 0.000, 0.000, 0.000, 0.000, transformed_distribution.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, independent.py:9(Independent)
1, 0.000, 0.000, 0.000, 0.000, independent.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, half_cauchy.py:12(HalfCauchy)
1, 0.000, 0.000, 0.000, 0.000, half_cauchy.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, half_normal.py:12(HalfNormal)
1, 0.000, 0.000, 0.000, 0.000, half_normal.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, normal.py:12(Normal)
1, 0.000, 0.000, 0.000, 0.000, normal.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, kl.py:80(_Match)
1, 0.000, 0.000, 0.000, 0.000, kl.py:818(_add_kl_info)
1, 0.000, 0.000, 0.001, 0.001, kl.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, laplace.py:9(Laplace)
1, 0.000, 0.000, 0.000, 0.000, lowrank_multivariate_normal.py:48(LowRankMultivariateNormal)
1, 0.000, 0.000, 0.000, 0.000, lowrank_multivariate_normal.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, multivariate_normal.py:80(MultivariateNormal)
1, 0.000, 0.000, 0.000, 0.000, multivariate_normal.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, one_hot_categorical.py:8(OneHotCategorical)
1, 0.000, 0.000, 0.000, 0.000, one_hot_categorical.py:113(OneHotCategoricalStraightThrough)
1, 0.000, 0.000, 0.000, 0.000, one_hot_categorical.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, pareto.py:9(Pareto)
1, 0.000, 0.000, 0.000, 0.000, pareto.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, poisson.py:10(Poisson)
1, 0.000, 0.000, 0.000, 0.000, poisson.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, kumaraswamy.py:20(Kumaraswamy)
1, 0.000, 0.000, 0.000, 0.000, kumaraswamy.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, lkj_cholesky.py:19(LKJCholesky)
1, 0.000, 0.000, 0.000, 0.000, lkj_cholesky.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, log_normal.py:8(LogNormal)
1, 0.000, 0.000, 0.000, 0.000, log_normal.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, logistic_normal.py:8(LogisticNormal)
1, 0.000, 0.000, 0.000, 0.000, logistic_normal.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, mixture_same_family.py:9(MixtureSameFamily)
1, 0.000, 0.000, 0.000, 0.000, mixture_same_family.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, multinomial.py:11(Multinomial)
1, 0.000, 0.000, 0.000, 0.000, negative_binomial.py:9(NegativeBinomial)
1, 0.000, 0.000, 0.000, 0.000, negative_binomial.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, relaxed_bernoulli.py:11(LogitRelaxedBernoulli)
1, 0.000, 0.000, 0.000, 0.000, relaxed_bernoulli.py:94(RelaxedBernoulli)
1, 0.000, 0.000, 0.000, 0.000, relaxed_bernoulli.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, relaxed_categorical.py:11(ExpRelaxedCategorical)
1, 0.000, 0.000, 0.000, 0.000, relaxed_categorical.py:88(RelaxedOneHotCategorical)
1, 0.000, 0.000, 0.000, 0.000, relaxed_categorical.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, studentT.py:11(StudentT)
1, 0.000, 0.000, 0.000, 0.000, studentT.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, von_mises.py:70(VonMises)
1, 0.000, 0.000, 0.000, 0.000, von_mises.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, weibull.py:11(Weibull)
1, 0.000, 0.000, 0.000, 0.000, weibull.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, wishart.py:30(Wishart)
1, 0.000, 0.000, 0.000, 0.000, wishart.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:21(cuFFTPlanCacheAttrContextProp)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:37(cuFFTPlanCache)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:70(__init__)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:58(cuFFTPlanCacheManager)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:94(cuBLASModule)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:172(SDPBackend)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:7(is_built)
1, 0.000, 0.000, 0.000, 0.000, library.py:18(Library)
1, 0.000, 0.000, 0.000, 0.000, library.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:414(_make_alias)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:319(ELEMENTWISE_PRIM_TYPE_PROMOTION_KIND)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:2306(_make_var_reduction_prim)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:1122(ELEMENTWISE_TYPE_PROMOTION_KIND)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:1131(REDUCTION_OUTPUT_TYPE_KIND)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:1145(RETURN_TYPE)
1, 0.000, 0.000, 0.000, 0.000, nvfuser_prims.py:385(register_full)
1, 0.000, 0.000, 0.000, 0.000, nvfuser_prims.py:526(register_native_batch_norm)
1, 0.000, 0.000, 0.000, 0.000, nvfuser_prims.py:605(register_rand_like)
1, 0.000, 0.000, 0.000, 0.000, nvfuser_prims.py:664(register_var_mean)
1, 0.000, 0.000, 0.000, 0.000, nvfuser_prims.py:771(register_view)
1, 0.000, 0.000, 0.008, 0.008, nvfuser_prims.py:806(register_nvprims)
1, 0.000, 0.000, 0.008, 0.008, nvfuser_prims.py:8(<module>)
1, 0.000, 0.000, 0.000, 0.000, wrappers.py:78(elementwise_type_promotion_wrapper)
1, 0.000, 0.000, 0.000, 0.000, wrappers.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, <string>:3(<module>)
1, 0.000, 0.000, 0.000, 0.000, fake_tensor.py:49(IncrementRecursionCount)
1, 0.000, 0.000, 0.000, 0.000, fake_tensor.py:59(UnsupportedFakeTensorException)
1, 0.000, 0.000, 0.000, 0.000, fake_tensor.py:64(DynamicOutputShapeException)
1, 0.000, 0.000, 0.000, 0.000, fake_tensor.py:69(DataDependentOutputException)
1, 0.000, 0.000, 0.000, 0.000, fake_tensor.py:169(FakeTensorConverter)
1, 0.000, 0.000, 0.000, 0.000, fake_tensor.py:744(FakeTensorConfig)
1, 0.000, 0.000, 0.000, 0.000, fake_tensor.py:748(FakeTensor)
1, 0.000, 0.000, 0.000, 0.000, fake_tensor.py:951(FakeTensorMode)
1, 0.000, 0.000, 0.000, 0.000, fake_tensor.py:1398(FakeCopyMode)
1, 0.000, 0.000, 0.314, 0.314, fake_tensor.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, _guards.py:26(GuardSource)
1, 0.000, 0.000, 0.000, 0.000, _guards.py:74(GuardBuilderBase)
1, 0.000, 0.000, 0.000, 0.000, _guards.py:78(ShapeGuard)
1, 0.000, 0.000, 0.000, 0.000, _guards.py:83(Guard)
1, 0.000, 0.000, 0.000, 0.000, _guards.py:205(GuardEnvExpr)
1, 0.000, 0.000, 0.000, 0.000, _guards.py:216(DuplicateInputs)
1, 0.000, 0.000, 0.000, 0.000, _guards.py:238(Checkpointable)
1, 0.000, 0.000, 0.000, 0.000, _guards.py:253(GuardsCheckpointState)
1, 0.000, 0.000, 0.000, 0.000, _guards.py:284(GuardsContext)
1, 0.000, 0.000, 0.000, 0.000, _guards.py:318(TracingContext)
1, 0.000, 0.000, 0.000, 0.000, _guards.py:354(Source)
1, 0.000, 0.000, 0.294, 0.294, _guards.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:41(__sympy_debug)
1, 0.000, 0.000, 0.001, 0.001, libmpc.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, libelefun.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, libhyper.py:43(NoConvergence)
1, 0.000, 0.000, 0.001, 0.001, libhyper.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, gammazeta.py:394(bernoulli_size)
1, 0.000, 0.000, 0.001, 0.001, gammazeta.py:1372(<listcomp>)
1, 0.000, 0.000, 0.001, 0.001, gammazeta.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, libmpi.py:96(mpi_neg)
1, 0.000, 0.000, 0.000, 0.000, libmpi.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, functions.py:3(SpecialFunctions)
1, 0.000, 0.000, 0.000, 0.000, functions.py:89(defun_static)
1, 0.000, 0.000, 0.000, 0.000, expintegrals.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, orthogonal.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, theta.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, elliptic.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, zeta.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, rszeta.py:53(RSCache)
1, 0.000, 0.000, 0.000, 0.000, rszeta.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, zetazeros.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, qfunctions.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, calculus.py:1(CalculusMethods)
1, 0.000, 0.000, 0.000, 0.000, approximation.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, differentiation.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, extrapolation.py:266(levin_class)
1, 0.000, 0.000, 0.000, 0.000, extrapolation.py:728(cohen_alt_class)
1, 0.000, 0.000, 0.000, 0.000, extrapolation.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, quadrature.py:5(QuadratureRule)
1, 0.000, 0.000, 0.000, 0.000, quadrature.py:260(TanhSinh)
1, 0.000, 0.000, 0.000, 0.000, quadrature.py:389(GaussLegendre)
1, 0.000, 0.000, 0.000, 0.000, quadrature.py:459(QuadratureMethods)
1, 0.000, 0.000, 0.000, 0.000, quadrature.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, inverselaplace.py:4(InverseLaplaceTransform)
1, 0.000, 0.000, 0.000, 0.000, inverselaplace.py:39(FixedTalbot)
1, 0.000, 0.000, 0.000, 0.000, inverselaplace.py:220(Stehfest)
1, 0.000, 0.000, 0.000, 0.000, inverselaplace.py:354(deHoog)
1, 0.000, 0.000, 0.000, 0.000, inverselaplace.py:542(Cohen)
1, 0.000, 0.000, 0.000, 0.000, inverselaplace.py:667(LaplaceTransformInversionMethods)
1, 0.000, 0.000, 0.000, 0.000, inverselaplace.py:4(<module>)
1, 0.000, 0.000, 0.000, 0.000, optimization.py:7(OptimizationMethods)
1, 0.000, 0.000, 0.000, 0.000, optimization.py:15(Newton)
1, 0.000, 0.000, 0.000, 0.000, optimization.py:58(Secant)
1, 0.000, 0.000, 0.000, 0.000, optimization.py:104(MNewton)
1, 0.000, 0.000, 0.000, 0.000, optimization.py:159(Halley)
1, 0.000, 0.000, 0.000, 0.000, optimization.py:213(Muller)
1, 0.000, 0.000, 0.000, 0.000, optimization.py:290(Bisection)
1, 0.000, 0.000, 0.000, 0.000, optimization.py:357(Illinois)
1, 0.000, 0.000, 0.000, 0.000, optimization.py:458(Ridder)
1, 0.000, 0.000, 0.000, 0.000, optimization.py:517(ANewton)
1, 0.000, 0.000, 0.000, 0.000, optimization.py:602(MDNewton)
1, 0.000, 0.000, 0.000, 0.000, optimization.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, odes.py:4(ODEMethods)
1, 0.000, 0.000, 0.000, 0.000, odes.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, eigen.py:38(Eigen)
1, 0.000, 0.000, 0.000, 0.000, eigen.py:14(<module>)
1, 0.000, 0.000, 0.000, 0.000, eigen_symmetric.py:13(<module>)
1, 0.000, 0.000, 0.000, 0.000, matrices.py:9(_matrix)
1, 0.000, 0.000, 0.000, 0.000, matrices.py:747(MatrixMethods)
1, 0.000, 0.000, 0.000, 0.000, calculus.py:5(MatrixCalculusMethods)
1, 0.000, 0.000, 0.000, 0.000, linalg.py:108(LinearAlgebraMethods)
1, 0.000, 0.000, 0.000, 0.000, identification.py:13(IdentificationMethods)
1, 0.000, 0.000, 0.000, 0.000, identification.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, visualization.py:9(VisualizationMethods)
1, 0.000, 0.000, 0.000, 0.000, visualization.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, colorsys.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, math2.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, function_docs.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, ctx_mp.py:63(__init__)
1, 0.000, 0.000, 0.000, 0.000, ctx_mp.py:96(init_builtins)
1, 0.000, 0.000, 0.000, 0.000, release.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, sympify.py:16(SympifyError)
1, 0.000, 0.000, 0.000, 0.000, sympify.py:38(CantSympify)
1, 0.000, 0.000, 0.010, 0.010, sympify.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, iterables.py:775(topological_sort)
1, 0.000, 0.000, 0.000, 0.000, ctx_mp.py:58(MPContext)
1, 0.000, 0.000, 0.000, 0.000, ctx_mp.py:1301(PrecisionManager)
1, 0.000, 0.000, 0.003, 0.003, ctx_mp.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, rational.py:24(mpq)
1, 0.000, 0.000, 0.000, 0.000, rational.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, ctx_mp_python.py:33(mpnumeric)
1, 0.000, 0.000, 0.000, 0.000, ctx_mp_python.py:163(__neg__)
1, 0.000, 0.000, 0.000, 0.000, ctx_mp_python.py:39(_mpf)
1, 0.000, 0.000, 0.000, 0.000, ctx_mp_python.py:330(_constant)
1, 0.000, 0.000, 0.000, 0.000, ctx_mp_python.py:359(_mpc)
1, 0.000, 0.000, 0.000, 0.000, ctx_mp_python.py:585(__init__)
1, 0.000, 0.000, 0.000, 0.000, ctx_mp_python.py:607(default)
1, 0.000, 0.000, 0.000, 0.000, ctx_mp_python.py:583(PythonMPContext)
1, 0.000, 0.000, 0.001, 0.001, ctx_mp_python.py:3(<module>)
1, 0.000, 0.000, 0.000, 0.000, <string>:2(<module>)
1, 0.000, 0.000, 0.000, 0.000, ctx_iv.py:145(__neg__)
1, 0.000, 0.000, 0.000, 0.000, ctx_iv.py:38(ivmpf)
1, 0.000, 0.000, 0.000, 0.000, ctx_iv.py:153(__new__)
1, 0.000, 0.000, 0.000, 0.000, ctx_iv.py:151(ivmpc)
1, 0.000, 0.000, 0.000, 0.000, ctx_iv.py:292(ivmpf_constant)
1, 0.000, 0.000, 0.000, 0.000, ctx_iv.py:306(__init__)
1, 0.000, 0.000, 0.000, 0.000, ctx_iv.py:324(_init_builtins)
1, 0.000, 0.000, 0.000, 0.000, ctx_iv.py:386(_set_prec)
1, 0.000, 0.000, 0.000, 0.000, ctx_iv.py:304(MPIntervalContext)
1, 0.000, 0.000, 0.000, 0.000, ctx_iv.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, iterables.py:3008(NotIterable)
1, 0.000, 0.000, 0.001, 0.001, iterables.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, enumerative.py:92(PartComponent)
1, 0.000, 0.000, 0.000, 0.000, enumerative.py:370(MultisetPartitionTraverser)
1, 0.000, 0.000, 0.000, 0.000, enumerative.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, misc.py:13(Undecidable)
1, 0.000, 0.000, 0.000, 0.000, misc.py:1(<module>)
1, 0.000, 0.000, 0.026, 0.026, decorator.py:10(threaded_factory)
1, 0.000, 0.000, 0.026, 0.026, decorator.py:59(xthreaded)
1, 0.000, 0.000, 0.000, 0.000, decorator.py:79(conserve_mpmath_dps)
1, 0.000, 0.000, 0.000, 0.000, decorator.py:95(no_attrs_in_subclass)
1, 0.000, 0.000, 0.000, 0.000, decorator.py:310(wrapper)
1, 0.000, 0.000, 0.000, 0.000, decorator.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, exceptions.py:11(SymPyDeprecationWarning)
1, 0.000, 0.000, 0.000, 0.000, lambdify.py:1096(_EvaluatorPrinter)
1, 0.000, 0.000, 0.000, 0.000, lambdify.py:1270(_TensorflowEvaluatorPrinter)
1, 0.000, 0.000, 0.001, 0.001, lambdify.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, importtools.py:14(__sympy_debug)
1, 0.000, 0.000, 0.000, 0.000, importtools.py:48(import_module)
1, 0.000, 0.000, 0.000, 0.000, importtools.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, timeutils.py:40(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, timeutils.py:37(__do_timings)
1, 0.000, 0.000, 0.000, 0.000, timeutils.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, timeit.py:83(Timer)
1, 0.000, 0.000, 0.000, 0.000, timeit.py:3(<module>)
1, 0.000, 0.000, 0.000, 0.000, parameters.py:60(__init__)
1, 0.000, 0.000, 0.000, 0.000, parameters.py:7(_global_parameters)
1, 0.000, 0.000, 0.000, 0.000, parameters.py:1(<module>)
1, 0.000, 0.000, 0.000, 0.000, cache.py:5(_cache)
